RunNumber	Efficiency
20014.0	1.0
20015.0	0.9731253420908593
20017.0	0.9718766411329023
20018.0	0.9734562476460354
20019.0	0.9748013215465666
20021.0	0.9751151868586818
20022.0	0.974254529087431
20023.0	0.9702840162294988
20024.0	0.9719023629602974
20026.0	0.9837230438734198
20027.0	0.9838367254507884
20030.0	0.9855815165465126
20031.0	0.9806279743430582
20032.0	0.9816228081370122
20033.0	0.9812475411985837
20036.0	0.9607641873773078
20038.0	0.9605388388608244
20039.0	0.9623393808545461
20041.0	0.9790567030430577
20042.0	0.9790051068658975
20043.0	0.9855250301088463
20044.0	0.9807822806112755
20045.0	0.9830030772770412
20046.0	0.9804144841721704
20047.0	0.9823556581986144
20048.0	0.980121282874469
20051.0	0.9787079109868344
20055.0	0.9795243911200517
20056.0	0.9810029948910681
20057.0	0.9810960753808671
20059.0	0.9833314074416455
20060.0	0.9841172877214417
20072.0	0.9757073663344118
20075.0	0.9826851600036262
20076.0	0.9833218785796105
20077.0	0.9836276510781791
20078.0	0.9848834590699246
20079.0	0.9784877301706023
20080.0	0.9806942968473256
20081.0	0.9837446431210285
20082.0	0.9834667659653695
20083.0	0.9817941952506596
20084.0	0.9827884905091895
20085.0	0.9833915768995208
20086.0	0.9849663721482262
20089.0	0.9834591194968554
20090.0	0.9849329585771552
20091.0	0.9827425534117972
20093.0	0.9820721769499418
20094.0	0.9828334584380405
20095.0	0.9845898530109056
20096.0	0.9829102000538261
20097.0	0.9839683460108469
20098.0	0.9852085461733221
20100.0	0.9419803940351885
20101.0	0.983985256267675
20104.0	0.9852658127032587
20105.0	0.9840003506772455
20107.0	0.983927624602333
20108.0	0.9834694415173867
20111.0	0.9836947497758444
20112.0	0.982444994315522
20113.0	0.9836279404488822
20114.0	0.9840361723724278
20116.0	0.9819240490130211
20117.0	0.9848546315077755
20118.0	0.9839920948616601
20119.0	0.9844124700239808
20120.0	0.9836714165968148
20121.0	0.983573231909243
20123.0	0.9809409751924723
20124.0	0.9835746398102587
20125.0	0.9840153217192736
20126.0	0.9833242901067101
20127.0	0.9836861725777215
20128.0	0.9837243559803112
20129.0	0.9781364733900043
20131.0	0.9794617319687101
20132.0	0.9786871270247229
20133.0	0.9776018742013347
20134.0	0.9807808533784601
20135.0	0.9812502541993736
20136.0	0.9817021533994676
20137.0	0.9800294948998403
20138.0	0.9807925719140672
20139.0	0.9816890394891177
20140.0	0.9814481432886828
20141.0	0.9805267830719148
20142.0	0.9816040757802251
20143.0	0.9804700530705079
20144.0	0.9795457833068133
20145.0	0.9815300137276926
20148.0	0.9799457499009478
20149.0	0.9809707334698302
20150.0	0.982468525708907
20151.0	0.982205227026376
20152.0	0.9825581395348837
20153.0	0.9811188384577842
20154.0	0.9797902427527693
20155.0	0.9801310817194142
20156.0	0.9789435099580499
20157.0	0.9812937224567784
20158.0	0.979660912643466
20160.0	0.980663064978006
20161.0	0.9824060725528847
20162.0	0.9830201890535651
20163.0	0.9812302654660273
20164.0	0.9797147846332945
20165.0	0.9795067318003098
20166.0	0.979595521849043
20167.0	0.9774283439490445
20168.0	0.9804174340085943
20169.0	0.9772338519182211
20170.0	0.9795387840670859
20171.0	0.9804216867469879
20172.0	0.9798477249380627
20173.0	0.9788010835001767
20174.0	0.9796873566031387
20175.0	0.979539410058027
20176.0	0.9790218282279365
20177.0	0.979539783753812
20178.0	0.9798394694200551
20179.0	0.9783437283437283
20181.0	0.9797543879974512
20182.0	0.9805100476152045
20183.0	0.9797905670495921
20184.0	0.9793578606247106
20185.0	0.9828386836260852
20186.0	0.9803156588047526
20187.0	0.980658234066069
20191.0	0.9813241796602281
20192.0	0.9797600756411772
20193.0	0.9830548573118438
20194.0	0.9814878496102705
20195.0	0.9816736328296262
20196.0	0.9811260396673065
20197.0	0.981356765037431
20199.0	0.980073273165937
20200.0	0.9794856636121786
20201.0	0.9818491899135096
20202.0	0.9800627375279001
20203.0	0.9802693125442948
20205.0	0.9822566805589605
20207.0	0.9817438539508316
20208.0	0.9819499715747584
20209.0	0.9827241576242147
20213.0	0.9842741935483871
20214.0	0.9815454288140391
20215.0	0.98237686398554
20216.0	0.9822705892176237
20217.0	0.9819939508720354
20219.0	0.9829598440105123
20220.0	0.9832070102279451
20221.0	0.9838938756959437
20222.0	0.9824010914051842
20223.0	0.9836152845143736
20224.0	0.9832321624042193
20225.0	0.9827679538072898
20226.0	0.9830922242314647
20227.0	0.9822079183871751
20228.0	0.9828393607057615
20229.0	0.9827956989247312
20230.0	0.9825533486772938
20231.0	0.982123157864962
20232.0	0.9818618811087967
20234.0	0.9840275800993137
20235.0	0.9839875389408099
20238.0	0.9684858902735998
20239.0	0.9766905245166114
20240.0	0.9831439495934083
20241.0	0.9851995322321299
20242.0	0.9852286802146888
20243.0	0.9864325149770938
20244.0	0.9851259296293982
20245.0	0.9854596622889306
20246.0	0.9857099606418408
20247.0	0.9865423134702053
20248.0	0.9855678985752531
20249.0	0.9850837510698129
20251.0	0.977154434624655
20252.0	0.9852475309025406
20253.0	0.9844451470123301
20254.0	0.9840594091098236
20255.0	0.9832340136474511
20256.0	0.9846848249027237
20257.0	0.984999844396726
20258.0	0.9851040592197076
20260.0	0.9848730250893867
20263.0	0.9841925245739993
20264.0	0.9825642941652656
20265.0	0.9841729335137346
20266.0	0.9839586028460543
20267.0	0.984197914642834
20270.0	0.9882854457572503
20271.0	0.9891933474979852
20272.0	0.9884226665415063
20273.0	0.9904108578594084
20274.0	0.9883720930232558
20275.0	0.9895136977323371
20282.0	0.9837191308272616
20288.0	0.9818745967865811
20289.0	0.9836868894438999
20290.0	0.9835511145272867
20291.0	0.985292311471383
20292.0	0.8260025514448943
20293.0	0.9832768903407558
20294.0	0.9819966583124478
20297.0	0.9832412637328534
20298.0	0.9836431919053974
20299.0	0.9829019607843137
20300.0	0.9847925266130785
20302.0	0.9838133277275594
20303.0	0.984021263289556
20304.0	0.9822397941573315
20308.0	0.9830710389366104
20309.0	0.9822942015607955
20312.0	0.9848810708438994
20315.0	0.9833679833679834
20316.0	0.9828749028749029
20317.0	0.983633179430027
20321.0	0.9839903048858273
20322.0	0.9813362358741237
20324.0	0.9810882439551091
20325.0	0.9816805794653588
20326.0	0.9839683865578616
20327.0	0.982182770291845
20330.0	0.9822894863951055
20332.0	0.9801136363636364
20333.0	0.9793874677929184
20334.0	0.9820315857327031
20335.0	0.981403685655072
20336.0	0.9802776391864526
20339.0	0.9819102749638206
20340.0	0.9816924102678075
20341.0	0.9814539457676607
20342.0	0.9836101458396038
20344.0	0.9824445092683445
20345.0	0.9831384713274477
20346.0	0.9819133113778816
20349.0	0.9775473668506639
20350.0	0.9793994995829858
20351.0	0.9788835743015545
20352.0	0.978559454928892
20359.0	0.9766048052152884
20360.0	0.9791633780584057
20361.0	0.976520634219104
20363.0	0.9758189642553939
20364.0	0.9775043832278387
20365.0	0.9782822414871749
20367.0	0.9752738042020563
20369.0	0.9785622775800712
20370.0	0.9795873990921693
20374.0	0.9798027113413424
20375.0	0.981383274615242
20378.0	0.9777621088029506
20379.0	0.9780397977132805
20381.0	0.9801663467690339
20382.0	0.9789345808886247
20383.0	0.9798772351214304
20384.0	0.9785025194338237
20385.0	0.9791861310079933
20386.0	0.9806330695543524
20388.0	0.9769687964338781
20389.0	0.9669908990224876
20390.0	0.9802821333053647
20391.0	0.9807451929469961
20392.0	0.9783146635446878
20393.0	0.9789310859825048
20394.0	0.9806734835911987
20395.0	0.9800390769393251
20396.0	0.9816533390388061
20397.0	0.9801792669263192
20398.0	0.9788599471498679
20399.0	0.9782472400163554
20400.0	0.9735607787647722
20401.0	0.978368217271758
20403.0	0.9778700617452598
20404.0	0.979530485638545
20407.0	0.9787528492347769
20408.0	0.9786068078828116
20409.0	0.9792857142857143
20410.0	0.9765806210250655
20412.0	0.9781593691637269
20413.0	0.9799906549762252
20414.0	0.9726615634918518
20415.0	0.9746926970354303
20416.0	0.9793892551337425
20417.0	0.9783052384911936
20418.0	0.9803203153190663
20419.0	0.977883678681446
20420.0	0.9806789069171649
20421.0	0.980317359400249
20422.0	0.9804854576561164
20423.0	0.9810183299389003
20424.0	0.9805870690604692
20425.0	0.9795800144822593
20426.0	0.9794501371857327
20427.0	0.9803355653043947
20432.0	0.9797206553854418
20433.0	0.9772435981271743
20434.0	0.9792139178696267
20435.0	0.9809035324118346
20436.0	0.9796564680622651
20437.0	0.9796349330324857
20438.0	0.977629241562039
20439.0	0.9818337687785761
20440.0	0.9820437869116506
20441.0	0.9796320630749015
20442.0	0.9787155381852751
20448.0	0.9819241552309281
20449.0	0.9863348913940061
20451.0	0.9612140774677218
20452.0	0.9624249467363936
20453.0	0.9635616801378031
20454.0	0.9596937147718814
20455.0	0.9588129060082482
20456.0	0.9588539019235399
20457.0	0.95738938627222
20458.0	0.9655344122354615
20459.0	0.9646328578975172
20460.0	0.9644072567232159
20461.0	0.9587025789106841
20464.0	0.9621809504046482
20465.0	0.9614352159468439
20466.0	0.9622154979607946
20467.0	0.9618084660519698
20468.0	0.9595506749949627
20470.0	0.9645969071355679
20471.0	0.9655471054697015
20472.0	0.9623969011041135
20473.0	0.9643980963773958
20474.0	0.9716728378337698
20478.0	0.9823477493380406
20479.0	0.9836658222503695
20480.0	0.9814702067395505
20481.0	0.9815663348606941
20482.0	0.9797783343102254
20483.0	0.979516133431525
20484.0	0.9790156220076058
20485.0	0.980904606174824
20486.0	0.9789288849868305
20488.0	0.981881190820531
20489.0	0.9813036066993155
20490.0	0.9460643493249067
20492.0	0.9632417839156845
20493.0	0.9761226455698797
20500.0	0.953547343856232
20502.0	0.9636474372394892
20503.0	0.9763692627296531
20504.0	0.951190454370498
20505.0	0.9779488738054233
20506.0	0.9776592810517606
20507.0	0.9632813089044711
20508.0	0.9823675449980251
20509.0	0.9772934553574236
20510.0	0.9766899041454002
20512.0	0.9750970386846352
20514.0	0.9778493662849483
20515.0	0.9765838011226945
20516.0	0.9776633971059532
20517.0	0.9784136879103389
20518.0	0.9779560446845891
20519.0	0.9756402395887375
20520.0	0.9844899873926174
20521.0	0.9832403848932297
20522.0	0.9841177834453977
20523.0	0.9808884014258294
20524.0	0.9850462922398434
20525.0	0.9823399558498896
